Entity,Code,Year,Productivity: output per hour worked
Indonesia,IDN,2005,5.1756444
Indonesia,IDN,2006,5.662398
Indonesia,IDN,2007,6.0105486
Indonesia,IDN,2008,7.06172
Indonesia,IDN,2009,7.597824
Indonesia,IDN,2010,8.849966
Indonesia,IDN,2011,10.731469
Indonesia,IDN,2012,11.094654
Indonesia,IDN,2013,11.260451
Indonesia,IDN,2014,11.359391
Indonesia,IDN,2015,11.100419
Indonesia,IDN,2016,11.205149
Indonesia,IDN,2017,11.354788
Indonesia,IDN,2018,11.730033
Indonesia,IDN,2019,11.843272
Ireland,IRL,1990,26.439726
Ireland,IRL,1991,27.536348
Ireland,IRL,1992,30.136293
Ireland,IRL,1993,31.908913
Ireland,IRL,1994,32.412807
Ireland,IRL,1995,35.50946
Ireland,IRL,1996,37.13154
Ireland,IRL,1997,40.08107
Ireland,IRL,1998,41.376198
Ireland,IRL,1999,42.902386
Ireland,IRL,2000,46.069473
Ireland,IRL,2001,48.288296
Ireland,IRL,2002,53.845882
Ireland,IRL,2003,58.170265
Ireland,IRL,2004,59.9059
Ireland,IRL,2005,62.796043
Ireland,IRL,2006,62.327534
Ireland,IRL,2007,66.14504
Ireland,IRL,2008,64.22194
Ireland,IRL,2009,67.34492
Ireland,IRL,2010,74.460724
Ireland,IRL,2011,76.79019
Ireland,IRL,2012,78.489105
Ireland,IRL,2013,76.15627
Ireland,IRL,2014,79.81215
Ireland,IRL,2015,100.3916
Ireland,IRL,2016,105.04378
Ireland,IRL,2017,109.488304
Ireland,IRL,2018,112.76292
Ireland,IRL,2019,125.09254
Israel,ISR,1990,31.83879
Israel,ISR,1991,33.014473
Israel,ISR,1992,33.459423
Israel,ISR,1993,33.239883
Israel,ISR,1994,32.52806
Israel,ISR,1995,33.056637
Israel,ISR,1996,33.89172
Israel,ISR,1997,34.920345
Israel,ISR,1998,36.30148
Israel,ISR,1999,37.191696
Israel,ISR,2000,39.284286
Israel,ISR,2001,40.261395
Israel,ISR,2002,39.768715
Israel,ISR,2003,38.233845
Israel,ISR,2004,38.01697
Israel,ISR,2005,37.394157
Israel,ISR,2006,36.933624
Israel,ISR,2007,35.61613
Israel,ISR,2008,34.43854
Israel,ISR,2009,35.472633
Israel,ISR,2010,36.304157
Israel,ISR,2011,37.192833
Israel,ISR,2012,38.331303
Israel,ISR,2013,39.498203
Israel,ISR,2014,39.54524
Israel,ISR,2015,40.402554
Israel,ISR,2016,41.430664
Israel,ISR,2017,41.02011
Israel,ISR,2018,40.3151
Israel,ISR,2019,40.870785
Italy,ITA,1990,36.40853
Italy,ITA,1991,37.00646
Italy,ITA,1992,37.897182
Italy,ITA,1993,38.85644
Italy,ITA,1994,40.806324
Italy,ITA,1995,42.764477
Italy,ITA,1996,43.20181
Italy,ITA,1997,45.140743
Italy,ITA,1998,46.576984
Italy,ITA,1999,47.538704
Italy,ITA,2000,48.2648
Italy,ITA,2001,47.548306
Italy,ITA,2002,46.23609
Italy,ITA,2003,45.945816
Italy,ITA,2004,45.94257
Italy,ITA,2005,47.60363
Italy,ITA,2006,48.333866
Italy,ITA,2007,49.925472
Italy,ITA,2008,51.43633
Italy,ITA,2009,51.19159
Italy,ITA,2010,52.05406
Italy,ITA,2011,53.21145
Italy,ITA,2012,53.286415
Italy,ITA,2013,53.77871
Italy,ITA,2014,53.765285
Italy,ITA,2015,53.381702
Italy,ITA,2016,54.944733
Italy,ITA,2017,56.27207
Italy,ITA,2018,56.152653
Italy,ITA,2019,56.090836
Jamaica,JAM,1990,7.360053
Jamaica,JAM,1991,7.0897293
Jamaica,JAM,1992,7.4436655
Jamaica,JAM,1993,8.020387
Jamaica,JAM,1994,7.858575
Jamaica,JAM,1995,7.676884
Jamaica,JAM,1996,7.796191
Jamaica,JAM,1997,7.8006964
Jamaica,JAM,1998,7.818909
Jamaica,JAM,1999,8.219032
Jamaica,JAM,2000,8.493388
Jamaica,JAM,2001,8.421036
Jamaica,JAM,2002,7.7089267
Japan,JPN,1990,27.704779
Japan,JPN,1991,29.11402
Japan,JPN,1992,30.590227
Japan,JPN,1993,31.973555
Japan,JPN,1994,33.269157
Japan,JPN,1995,34.962364
Japan,JPN,1996,36.679893
Japan,JPN,1997,37.125977
Japan,JPN,1998,37.549026
Japan,JPN,1999,38.38752
Japan,JPN,2000,39.46904
Japan,JPN,2001,39.568127
Japan,JPN,2002,40.303066
Japan,JPN,2003,40.888096
Japan,JPN,2004,41.53163
Japan,JPN,2005,42.49986
Japan,JPN,2006,42.47058
Japan,JPN,2007,43.1645
Japan,JPN,2008,42.903145
Japan,JPN,2009,42.11367
Japan,JPN,2010,43.54393
Japan,JPN,2011,42.942596
Japan,JPN,2012,42.834938
Japan,JPN,2013,43.479416
Japan,JPN,2014,42.72143
Japan,JPN,2015,43.800053
Japan,JPN,2016,42.68171
Japan,JPN,2017,42.422935
Japan,JPN,2018,41.73783
Japan,JPN,2019,42.56412
Latvia,LVA,1995,12.985339
Latvia,LVA,1996,12.997838
Latvia,LVA,1997,12.715266
Latvia,LVA,1998,13.3560705
Latvia,LVA,1999,14.04626
Latvia,LVA,2000,15.379379
Latvia,LVA,2001,16.111881
Latvia,LVA,2002,16.826601
Latvia,LVA,2003,17.188547
Latvia,LVA,2004,18.271309
Latvia,LVA,2005,20.249609
Latvia,LVA,2006,20.295149
Latvia,LVA,2007,21.64383
Latvia,LVA,2008,21.668264
Latvia,LVA,2009,22.450373
Latvia,LVA,2010,24.840263
Latvia,LVA,2011,26.467049
Latvia,LVA,2012,27.315512
Latvia,LVA,2013,26.652649
Latvia,LVA,2014,27.709826
Latvia,LVA,2015,28.915426
Latvia,LVA,2016,29.639683
Latvia,LVA,2017,31.568642
Latvia,LVA,2018,32.110943
Latvia,LVA,2019,33.538006
Lithuania,LTU,1995,13.423672
Lithuania,LTU,1996,13.824675
Lithuania,LTU,1997,14.269204
Lithuania,LTU,1998,14.452004
Lithuania,LTU,1999,15.718054
Lithuania,LTU,2000,16.39442
Lithuania,LTU,2001,18.375858
Lithuania,LTU,2002,18.405815
Lithuania,LTU,2003,20.024971
Lithuania,LTU,2004,19.407793
Lithuania,LTU,2005,21.624893
Lithuania,LTU,2006,23.029945
Lithuania,LTU,2007,24.129486
Lithuania,LTU,2008,25.523405
Lithuania,LTU,2009,24.81404
Lithuania,LTU,2010,27.068996
Lithuania,LTU,2011,30.08933
Lithuania,LTU,2012,31.269558
Lithuania,LTU,2013,31.211437
Lithuania,LTU,2014,31.880714
Lithuania,LTU,2015,31.018784
Lithuania,LTU,2016,30.58074
Lithuania,LTU,2017,32.991947
Lithuania,LTU,2018,33.26906
Lithuania,LTU,2019,34.452484
Luxembourg,LUX,1990,48.39339
Luxembourg,LUX,1991,52.240227
Luxembourg,LUX,1992,52.31414
Luxembourg,LUX,1993,54.948154
Luxembourg,LUX,1994,57.205894
Luxembourg,LUX,1995,55.88858
Luxembourg,LUX,1996,55.281155
Luxembourg,LUX,1997,58.60165
Luxembourg,LUX,1998,61.02755
Luxembourg,LUX,1999,65.29109
Luxembourg,LUX,2000,68.86972
Luxembourg,LUX,2001,62.06307
Luxembourg,LUX,2002,59.05566
Luxembourg,LUX,2003,56.653072
Luxembourg,LUX,2004,51.67782
Luxembourg,LUX,2005,64.665146
Luxembourg,LUX,2006,61.935383
Luxembourg,LUX,2007,62.911896
Luxembourg,LUX,2008,59.389694
Luxembourg,LUX,2009,56.49086
Luxembourg,LUX,2010,63.204834
Luxembourg,LUX,2011,61.924755
Luxembourg,LUX,2012,64.0331
Luxembourg,LUX,2013,61.830307
Luxembourg,LUX,2014,71.58993
Luxembourg,LUX,2015,76.55745
Luxembourg,LUX,2016,80.007385
Luxembourg,LUX,2017,83.16536
Luxembourg,LUX,2018,79.94896
Luxembourg,LUX,2019,80.32644
Malaysia,MYS,1990,10.988868
Malaysia,MYS,1991,11.859501
Malaysia,MYS,1992,12.286084
Malaysia,MYS,1993,12.821822
Malaysia,MYS,1994,13.659403
Malaysia,MYS,1995,14.970428
Malaysia,MYS,1996,14.883565
Malaysia,MYS,1997,15.305839
Malaysia,MYS,1998,13.057715
Malaysia,MYS,1999,13.360628
Malaysia,MYS,2000,14.736472
Malaysia,MYS,2001,14.409602
Malaysia,MYS,2002,14.822029
Malaysia,MYS,2003,15.311852
Malaysia,MYS,2004,16.641
Malaysia,MYS,2005,18.53259
Malaysia,MYS,2006,18.568468
Malaysia,MYS,2007,20.199362
Malaysia,MYS,2008,22.691992
Malaysia,MYS,2009,20.84442
Malaysia,MYS,2010,20.954391
Malaysia,MYS,2011,22.940886
Malaysia,MYS,2012,24.051357
Malaysia,MYS,2013,24.076591
Malaysia,MYS,2014,23.687654
Malaysia,MYS,2015,23.080912
Malaysia,MYS,2016,23.226147
Malaysia,MYS,2017,23.654076
Malaysia,MYS,2018,24.144674
Malaysia,MYS,2019,24.75438
Malta,MLT,1994,20.509079
Malta,MLT,1995,19.842632
Malta,MLT,1996,19.611084
Malta,MLT,1997,22.516294
Malta,MLT,1998,23.294172
Malta,MLT,1999,24.528719
Malta,MLT,2000,30.381235
Malta,MLT,2001,27.799385
Malta,MLT,2002,27.716108
Malta,MLT,2003,29.634447
Malta,MLT,2004,29.351349
Malta,MLT,2005,31.79536
Malta,MLT,2006,30.756136
Malta,MLT,2007,31.78621
Malta,MLT,2008,30.899437
Malta,MLT,2009,30.773615
Malta,MLT,2010,32.50011
Malta,MLT,2011,34.37887
Malta,MLT,2012,34.928337
Malta,MLT,2013,33.386295
Malta,MLT,2014,34.085976
Malta,MLT,2015,39.66399
Malta,MLT,2016,38.347702
Malta,MLT,2017,39.21617
Malta,MLT,2018,41.81593
Malta,MLT,2019,40.627483
Mexico,MEX,1990,16.928875
Mexico,MEX,1991,17.094788
Mexico,MEX,1992,17.213825
Mexico,MEX,1993,17.013998
Mexico,MEX,1994,17.302423
Mexico,MEX,1995,16.148466
Mexico,MEX,1996,15.773345
Mexico,MEX,1997,16.18199
Mexico,MEX,1998,17.368303
Mexico,MEX,1999,16.686592
Mexico,MEX,2000,17.833534
Mexico,MEX,2001,17.659796
Mexico,MEX,2002,16.67666
Mexico,MEX,2003,16.991592
Mexico,MEX,2004,17.613306
Mexico,MEX,2005,18.715185
Mexico,MEX,2006,19.174133
Mexico,MEX,2007,19.612604
Mexico,MEX,2008,19.282133
Mexico,MEX,2009,19.709696
Mexico,MEX,2010,19.41408
Mexico,MEX,2011,21.060549
Mexico,MEX,2012,21.422895
Mexico,MEX,2013,21.144402
Mexico,MEX,2014,21.27103
Mexico,MEX,2015,20.835148
Mexico,MEX,2016,21.068047
Mexico,MEX,2017,21.020313
Mexico,MEX,2018,20.987122
Mexico,MEX,2019,20.339481
Myanmar,MMR,1990,0.8488936
Myanmar,MMR,1991,0.85160065
Myanmar,MMR,1992,0.98256105
Myanmar,MMR,1993,1.0339866
Myanmar,MMR,1994,1.0573412
Myanmar,MMR,1995,1.0921623
Myanmar,MMR,1996,1.0761168
Myanmar,MMR,1997,1.1003945
Myanmar,MMR,1998,1.1736172
Myanmar,MMR,1999,1.131848
Myanmar,MMR,2000,1.132055
Myanmar,MMR,2001,1.1956207
Myanmar,MMR,2002,1.331625
Myanmar,MMR,2003,1.4841847
Myanmar,MMR,2004,1.6281185
Myanmar,MMR,2005,1.8151124
Myanmar,MMR,2006,2.0273707
Myanmar,MMR,2007,2.3407452
Myanmar,MMR,2008,2.6477537
Myanmar,MMR,2009,3.1216426
Myanmar,MMR,2010,3.7181845
Myanmar,MMR,2011,4.0852246
Myanmar,MMR,2012,3.299412
Myanmar,MMR,2013,4.6283817
Myanmar,MMR,2014,4.8591337
Myanmar,MMR,2015,4.738345
Myanmar,MMR,2016,4.711011
Myanmar,MMR,2017,4.7354836
Myanmar,MMR,2018,4.774512
Myanmar,MMR,2019,5.147914
Netherlands,NLD,1990,42.341084
Netherlands,NLD,1991,43.16381
Netherlands,NLD,1992,43.048706
Netherlands,NLD,1993,44.567387
Netherlands,NLD,1994,45.287746
Netherlands,NLD,1995,46.16416
Netherlands,NLD,1996,46.58419
Netherlands,NLD,1997,48.85034
Netherlands,NLD,1998,49.452793
Netherlands,NLD,1999,51.94019
Netherlands,NLD,2000,56.511986
Netherlands,NLD,2001,56.631924
Netherlands,NLD,2002,57.185432
Netherlands,NLD,2003,57.887104
Netherlands,NLD,2004,58.761932
Netherlands,NLD,2005,66.80439
Netherlands,NLD,2006,67.05721
Netherlands,NLD,2007,69.592285
Netherlands,NLD,2008,71.34044
Netherlands,NLD,2009,66.42687
Netherlands,NLD,2010,67.39713
Netherlands,NLD,2011,68.47871
Netherlands,NLD,2012,70.78001
Netherlands,NLD,2013,74.74744
Netherlands,NLD,2014,70.81941
Netherlands,NLD,2015,69.6892
Netherlands,NLD,2016,68.148186
Netherlands,NLD,2017,70.61846
Netherlands,NLD,2018,70.12136
Netherlands,NLD,2019,69.77961
New Zealand,NZL,1990,28.456034
New Zealand,NZL,1991,28.466188
New Zealand,NZL,1992,28.873158
New Zealand,NZL,1993,29.425865
New Zealand,NZL,1994,30.06471
New Zealand,NZL,1995,30.408707
New Zealand,NZL,1996,31.179928
New Zealand,NZL,1997,32.43919
New Zealand,NZL,1998,33.185
New Zealand,NZL,1999,34.4251
New Zealand,NZL,2000,34.19455
New Zealand,NZL,2001,34.61917
New Zealand,NZL,2002,34.656883
New Zealand,NZL,2003,35.050877
New Zealand,NZL,2004,33.844494
New Zealand,NZL,2005,34.581734
New Zealand,NZL,2006,34.55735
New Zealand,NZL,2007,36.66018
New Zealand,NZL,2008,37.040737
New Zealand,NZL,2009,38.593353
New Zealand,NZL,2010,39.632904
New Zealand,NZL,2011,41.13166
New Zealand,NZL,2012,41.361797
New Zealand,NZL,2013,41.392303
New Zealand,NZL,2014,41.358177
New Zealand,NZL,2015,41.29625
New Zealand,NZL,2016,42.350384
New Zealand,NZL,2017,42.7376
New Zealand,NZL,2018,42.714916
New Zealand,NZL,2019,44.547375
Norway,NOR,1990,44.95071
Norway,NOR,1991,45.559517
Norway,NOR,1992,46.800808
Norway,NOR,1993,47.055927
Norway,NOR,1994,48.30773
Norway,NOR,1995,51.57199
Norway,NOR,1996,57.040657
Norway,NOR,1997,58.731735
Norway,NOR,1998,54.6418
Norway,NOR,1999,60.438477
Norway,NOR,2000,74.944664
Norway,NOR,2001,77.07967
Norway,NOR,2002,75.60525
Norway,NOR,2003,83.69843
Norway,NOR,2004,88.14824
Norway,NOR,2005,108.196556
Norway,NOR,2006,114.72537
Norway,NOR,2007,111.84552
Norway,NOR,2008,123.31775
Norway,NOR,2009,106.1077
Norway,NOR,2010,114.91975
Norway,NOR,2011,124.166626
Norway,NOR,2012,129.02542
Norway,NOR,2013,125.781
Norway,NOR,2014,116.55276
Norway,NOR,2015,97.47578
Norway,NOR,2016,93.00969
Norway,NOR,2017,96.84903
Norway,NOR,2018,103.562225
Norway,NOR,2019,100.325645
Pakistan,PAK,1990,4.7315207
Pakistan,PAK,1991,4.929509
Pakistan,PAK,1992,5.1446376
Pakistan,PAK,1993,5.2175946
Pakistan,PAK,1994,5.111992
Pakistan,PAK,1995,5.34702
Pakistan,PAK,1996,5.436995
Pakistan,PAK,1997,5.207888
Pakistan,PAK,1998,5.3142533
Pakistan,PAK,1999,5.235243
Pakistan,PAK,2000,5.16124
Pakistan,PAK,2001,5.00235
Pakistan,PAK,2002,5.0142965
Pakistan,PAK,2003,4.9974833
Pakistan,PAK,2004,5.2737136
Pakistan,PAK,2005,5.555181
Pakistan,PAK,2006,5.891027
Pakistan,PAK,2007,6.230948
Pakistan,PAK,2008,6.432141
Pakistan,PAK,2009,6.6205926
Pakistan,PAK,2010,6.673804
Pakistan,PAK,2011,7.190615
Pakistan,PAK,2012,7.303584
Pakistan,PAK,2013,7.2498655
Pakistan,PAK,2014,7.532263
Pakistan,PAK,2015,7.966741
Pakistan,PAK,2016,7.953004
Pakistan,PAK,2017,8.322207
Pakistan,PAK,2018,8.668698
Pakistan,PAK,2019,8.772413
Peru,PER,1990,4.977477
Peru,PER,1991,4.8743596
Peru,PER,1992,4.9737883
Peru,PER,1993,5.1729245
Peru,PER,1994,5.73697
Peru,PER,1995,6.102011
Peru,PER,1996,6.2091656
Peru,PER,1997,6.4707785
Peru,PER,1998,6.0912576
Peru,PER,1999,5.917506
Peru,PER,2000,5.830105
Peru,PER,2001,5.7824183
Peru,PER,2002,6.0206456
Peru,PER,2003,6.279441
Peru,PER,2004,6.6183205
Peru,PER,2005,7.1518135
Peru,PER,2006,7.8262706
Peru,PER,2007,8.373975
Peru,PER,2008,8.944306
Peru,PER,2009,8.764146
Peru,PER,2010,9.678762
Peru,PER,2011,10.373608
Peru,PER,2012,10.701444
Peru,PER,2013,10.763198
Peru,PER,2014,10.657607
Peru,PER,2015,10.481914
Peru,PER,2016,10.576797
Peru,PER,2017,10.748999
Peru,PER,2018,10.917692
Peru,PER,2019,11.008161
Philippines,PHL,1990,5.263715
Philippines,PHL,1991,5.315545
Philippines,PHL,1992,5.355078
Philippines,PHL,1993,5.6790833
Philippines,PHL,1994,6.1158614
Philippines,PHL,1995,6.683218
Philippines,PHL,1996,6.9570694
Philippines,PHL,1997,6.567474
Philippines,PHL,1998,6.0739584
Philippines,PHL,1999,5.740606
Philippines,PHL,2000,5.7828255
Philippines,PHL,2001,5.928682
Philippines,PHL,2002,5.8759704
Philippines,PHL,2003,5.8353586
Philippines,PHL,2004,5.8045473
Philippines,PHL,2005,5.94461
Philippines,PHL,2006,6.157087
Philippines,PHL,2007,6.353869
Philippines,PHL,2008,6.639924
Philippines,PHL,2009,6.683566
Philippines,PHL,2010,7.1145678
Philippines,PHL,2011,7.5580993
Philippines,PHL,2012,7.963308
Philippines,PHL,2013,8.149555
Philippines,PHL,2014,8.372548
Philippines,PHL,2015,8.691644
Philippines,PHL,2016,8.84958
Philippines,PHL,2017,9.45045
Philippines,PHL,2018,9.835632
Philippines,PHL,2019,9.929681
Poland,POL,1995,15.280071
Poland,POL,1996,16.28021
Poland,POL,1997,16.8928
Poland,POL,1998,17.336582
Poland,POL,1999,18.164156
Poland,POL,2000,19.336899
Poland,POL,2001,19.847076
Poland,POL,2002,20.997034
Poland,POL,2003,21.38104
Poland,POL,2004,21.902554
Poland,POL,2005,22.63348
Poland,POL,2006,22.724333
Poland,POL,2007,23.69253
Poland,POL,2008,24.393005
Poland,POL,2009,25.316256
Poland,POL,2010,28.597836
Poland,POL,2011,30.57005
Poland,POL,2012,31.27495
Poland,POL,2013,31.29155
Poland,POL,2014,31.03163
Poland,POL,2015,31.873243
Poland,POL,2016,32.267654
Poland,POL,2017,33.66429
Poland,POL,2018,35.659782
Poland,POL,2019,37.07774
Portugal,PRT,1990,17.784199
Portugal,PRT,1991,18.72974
Portugal,PRT,1992,19.302189
Portugal,PRT,1993,20.290115
Portugal,PRT,1994,21.667118
Portugal,PRT,1995,22.206059
Portugal,PRT,1996,22.428747
Portugal,PRT,1997,23.751776
Portugal,PRT,1998,24.190683
Portugal,PRT,1999,25.367647
Portugal,PRT,2000,26.207767
Portugal,PRT,2001,25.943388
Portugal,PRT,2002,26.039156
Portugal,PRT,2003,26.247849
Portugal,PRT,2004,26.312006
Portugal,PRT,2005,29.04467
Portugal,PRT,2006,30.45835
Portugal,PRT,2007,30.840103
Portugal,PRT,2008,30.853395
Portugal,PRT,2009,31.094946
Portugal,PRT,2010,32.866035
Portugal,PRT,2011,33.312737
Portugal,PRT,2012,34.97005
Portugal,PRT,2013,34.65448
Portugal,PRT,2014,34.053814
Portugal,PRT,2015,34.318027
Portugal,PRT,2016,34.488335
Portugal,PRT,2017,34.622093
Portugal,PRT,2018,34.43423
Portugal,PRT,2019,35.147415
Romania,ROU,1995,9.537234
Romania,ROU,1996,9.799868
Romania,ROU,1997,9.259782
Romania,ROU,1998,9.025296
Romania,ROU,1999,9.093931
Romania,ROU,2000,9.405514
Romania,ROU,2001,10.246421
Romania,ROU,2002,11.634535
Romania,ROU,2003,12.937392
Romania,ROU,2004,14.169445
Romania,ROU,2005,14.945911
Romania,ROU,2006,17.121294
Romania,ROU,2007,19.056839
Romania,ROU,2008,22.216656
Romania,ROU,2009,22.136011
Romania,ROU,2010,23.572714
Romania,ROU,2011,23.93335
Romania,ROU,2012,25.482965
Romania,ROU,2013,25.733467
Romania,ROU,2014,26.374271
Romania,ROU,2015,28.203129
Romania,ROU,2016,29.556286
Romania,ROU,2017,32.271114
Romania,ROU,2018,33.27176
Romania,ROU,2019,34.723377
Russia,RUS,1992,16.142405
Russia,RUS,1993,14.020465
Russia,RUS,1994,12.63095
Russia,RUS,1995,12.229894
Russia,RUS,1996,12.037783
Russia,RUS,1997,11.550307
Russia,RUS,1998,10.657077
Russia,RUS,1999,10.068819
Russia,RUS,2000,11.213559
Russia,RUS,2001,11.383333
Russia,RUS,2002,11.556682
Russia,RUS,2003,12.55836
Russia,RUS,2004,13.977831
Russia,RUS,2005,15.850032
Russia,RUS,2006,18.233566
Russia,RUS,2007,20.971571
Russia,RUS,2008,24.01428
Russia,RUS,2009,22.15608
Russia,RUS,2010,24.944563
Russia,RUS,2011,28.113
Russia,RUS,2012,29.995682
Russia,RUS,2013,29.840853
Russia,RUS,2014,28.953226
Russia,RUS,2015,25.837358
Russia,RUS,2016,25.788391
Russia,RUS,2017,27.446236
Russia,RUS,2018,29.06468
Russia,RUS,2019,29.547054
Singapore,SGP,1990,23.198656
Singapore,SGP,1991,21.36511
Singapore,SGP,1992,20.746096
Singapore,SGP,1993,19.97827
Singapore,SGP,1994,18.425158
Singapore,SGP,1995,18.623278
Singapore,SGP,1996,22.307873
Singapore,SGP,1997,21.954796
Singapore,SGP,1998,24.276775
Singapore,SGP,1999,24.299772
Singapore,SGP,2000,30.42399
Singapore,SGP,2001,29.471651
Singapore,SGP,2002,31.106705
Singapore,SGP,2003,30.018806
Singapore,SGP,2004,33.862076
Singapore,SGP,2005,44.355186
Singapore,SGP,2006,46.44072
Singapore,SGP,2007,46.967743
Singapore,SGP,2008,40.87993
Singapore,SGP,2009,39.941437
Singapore,SGP,2010,47.979073
Singapore,SGP,2011,50.826103
Singapore,SGP,2012,49.144577
Singapore,SGP,2013,46.140568
Singapore,SGP,2014,49.082344
Singapore,SGP,2015,48.794605
Singapore,SGP,2016,49.45969
Singapore,SGP,2017,54.29878
Singapore,SGP,2018,55.62514
Singapore,SGP,2019,54.55258
Slovakia,SVK,1990,23.29104
Slovakia,SVK,1991,19.993107
Slovakia,SVK,1992,19.910147
Slovakia,SVK,1993,20.169422
Slovakia,SVK,1994,21.292253
Slovakia,SVK,1995,21.491716
Slovakia,SVK,1996,22.733274
Slovakia,SVK,1997,23.491076
Slovakia,SVK,1998,23.097233
Slovakia,SVK,1999,22.678707
Slovakia,SVK,2000,24.144154
Slovakia,SVK,2001,25.50519
Slovakia,SVK,2002,26.593657
Slovakia,SVK,2003,27.36018
Slovakia,SVK,2004,26.86491
Slovakia,SVK,2005,29.709795
Slovakia,SVK,2006,30.855715
Slovakia,SVK,2007,32.386356
Slovakia,SVK,2008,34.62105
Slovakia,SVK,2009,33.67581
Slovakia,SVK,2010,37.117123
Slovakia,SVK,2011,37.21693
Slovakia,SVK,2012,37.538563
Slovakia,SVK,2013,36.791916
Slovakia,SVK,2014,37.956326
Slovakia,SVK,2015,37.41844
Slovakia,SVK,2016,35.256275
Slovakia,SVK,2017,35.165665
Slovakia,SVK,2018,35.154427
Slovakia,SVK,2019,35.82719
Slovenia,SVN,1995,25.936514
Slovenia,SVN,1996,27.861086
Slovenia,SVN,1997,29.07035
Slovenia,SVN,1998,28.589737
Slovenia,SVN,1999,29.04555
Slovenia,SVN,2000,30.183662
Slovenia,SVN,2001,30.578573
Slovenia,SVN,2002,30.27885
Slovenia,SVN,2003,31.049395
Slovenia,SVN,2004,31.913849
Slovenia,SVN,2005,35.70346
Slovenia,SVN,2006,35.830597
Slovenia,SVN,2007,36.134407
Slovenia,SVN,2008,38.628654
Slovenia,SVN,2009,36.110195
Slovenia,SVN,2010,37.615192
Slovenia,SVN,2011,40.164043
Slovenia,SVN,2012,40.54615
Slovenia,SVN,2013,40.011208
Slovenia,SVN,2014,39.85244
Slovenia,SVN,2015,38.51726
Slovenia,SVN,2016,39.546898
Slovenia,SVN,2017,40.554752
Slovenia,SVN,2018,42.5601
Slovenia,SVN,2019,42.50005
South Africa,ZAF,2001,14.418629
South Africa,ZAF,2002,14.43183
South Africa,ZAF,2003,15.460175
South Africa,ZAF,2004,16.013725
South Africa,ZAF,2005,16.981928
South Africa,ZAF,2006,16.608631
South Africa,ZAF,2007,17.33961
South Africa,ZAF,2008,17.446796
South Africa,ZAF,2009,17.575262
South Africa,ZAF,2010,18.785038
South Africa,ZAF,2011,18.793608
South Africa,ZAF,2012,19.016754
South Africa,ZAF,2013,18.848959
South Africa,ZAF,2014,18.931772
South Africa,ZAF,2016,17.885271
South Africa,ZAF,2017,18.054855
South Africa,ZAF,2018,17.883596
South Africa,ZAF,2019,17.969189
South Korea,KOR,1990,12.182273
South Korea,KOR,1991,13.509274
South Korea,KOR,1992,14.439435
South Korea,KOR,1993,15.54809
South Korea,KOR,1994,17.106663
South Korea,KOR,1995,18.621534
South Korea,KOR,1996,20.472479
South Korea,KOR,1997,20.179276
South Korea,KOR,1998,19.581148
South Korea,KOR,1999,21.307796
South Korea,KOR,2000,21.869509
South Korea,KOR,2001,22.238785
South Korea,KOR,2002,23.674788
South Korea,KOR,2003,25.069714
South Korea,KOR,2004,26.519978
South Korea,KOR,2005,28.836796
South Korea,KOR,2006,29.512959
South Korea,KOR,2007,31.401978
South Korea,KOR,2008,32.576744
South Korea,KOR,2009,32.299507
South Korea,KOR,2010,34.401585
South Korea,KOR,2011,34.31749
South Korea,KOR,2012,34.104088
South Korea,KOR,2013,33.014214
South Korea,KOR,2014,34.302982
South Korea,KOR,2015,35.88307
South Korea,KOR,2016,36.87733
South Korea,KOR,2017,39.083927
South Korea,KOR,2018,40.092373
South Korea,KOR,2019,40.768528
Spain,ESP,1990,29.706087
Spain,ESP,1991,30.560263
Spain,ESP,1992,31.970045
Spain,ESP,1993,33.561295
Spain,ESP,1994,35.232494
Spain,ESP,1995,36.420605
Spain,ESP,1996,37.20397
Spain,ESP,1997,38.65604
Spain,ESP,1998,39.347706
Spain,ESP,1999,39.084496
Spain,ESP,2000,39.56358
Spain,ESP,2001,39.063046
Spain,ESP,2002,39.386444
Spain,ESP,2003,38.99506
Spain,ESP,2004,39.34177
Spain,ESP,2005,42.210934
Spain,ESP,2006,44.520966
Spain,ESP,2007,46.45947
Spain,ESP,2008,47.022587
Spain,ESP,2009,48.159397
Spain,ESP,2010,48.991467
Spain,ESP,2011,49.908657
Spain,ESP,2012,52.12421
Spain,ESP,2013,52.641403
Spain,ESP,2014,52.219486
Spain,ESP,2015,53.697327
Spain,ESP,2016,54.58749
Spain,ESP,2017,56.063015
Spain,ESP,2018,55.855927
Spain,ESP,2019,56.31081
Sri Lanka,LKA,1990,5.8184776
Sri Lanka,LKA,1991,5.9432445
Sri Lanka,LKA,1992,6.4665484
Sri Lanka,LKA,1993,6.633952
Sri Lanka,LKA,1994,7.239582
Sri Lanka,LKA,1995,7.3714666
Sri Lanka,LKA,1996,7.525279
Sri Lanka,LKA,1997,7.9399147
Sri Lanka,LKA,1998,7.8684635
Sri Lanka,LKA,1999,7.744222
Sri Lanka,LKA,2000,7.3130565
Sri Lanka,LKA,2001,7.4968944
Sri Lanka,LKA,2002,8.34636
Sri Lanka,LKA,2003,8.783546
Sri Lanka,LKA,2004,8.072611
Sri Lanka,LKA,2005,8.027195
Sri Lanka,LKA,2006,9.716973
Sri Lanka,LKA,2007,10.624909
Sri Lanka,LKA,2008,10.802232
Sri Lanka,LKA,2009,12.216344
